show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s7180,1,Kevin Hart: Let Me Explain,1096,2018-07-13,2013,9,135,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour."
s7181,1,Kevin Hart: Seriously Funny,1856,2018-10-01,2010,3,11,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance."
s7182,1,Kevyn Aucoin: Beauty & the Beast in Me,4050,2019-01-01,2017,3,2,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.
s7183,2,Khaani,1,2019-08-01,2017,5,4,"After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice."
s7184,1,Khalnayak,4051,2018-03-01,1993,5,187,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.
s7185,2,Khan: No. 1 Crime Hunter,1,2018-05-01,2018,5,4,"From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories."
s7186,2,Khelti Hai Zindagi Aankh Micholi,1,2017-04-01,2013,5,4,"The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family."
s7187,1,Khosla Ka Ghosla,148,2018-08-02,2006,5,26,A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
s7188,2,Khotey Sikkey,1,2018-03-15,2011,5,4,Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.
s7189,1,Khubsoorat,3488,2019-12-31,1980,6,60,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
s7190,1,Khushi,4052,2018-03-01,2003,5,167,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other."
s7191,1,Kia and Cosmos,4054,2019-05-01,2018,5,26,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.
s7192,1,Kickboxer: Retaliation,784,2018-04-26,2017,9,23,"Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute."
s7193,1,Kickboxer: Vengeance,4055,2016-12-08,2016,3,2,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
s7194,1,Kicking and Screaming,1955,2019-11-04,1995,9,19,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
s7195,1,Kid Kulafu,1109,2019-03-04,2015,5,55,"Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic."
s7196,1,Kidnapping Mr. Heineken,3534,2017-09-08,2015,9,38,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."
s7197,2,Kikoriki,1,,2010,7,3,"A wacky rabbit and his gang of animal pals have fun solving problems, sharing stories and exploring their sometimes magical, always special world."
s7198,1,Kill Bill: Vol. 1,275,2020-01-01,2003,9,21,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance."
s7199,1,Kill Bill: Vol. 2,275,2020-01-01,2004,9,109,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise."
s7200,1,Kill Command,4056,2017-02-23,2016,3,34,"On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots."
s7201,1,Kill Hitler! The Luck of the Devil,4057,2019-05-01,2015,5,154,"From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled."
s7202,1,Kill Ratio,4058,2017-02-17,2016,3,46,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup."
s7203,1,Kill the Irishman,439,2020-08-21,2011,9,20,"This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland."
s7204,1,Killer Klowns from Outer Space,1085,2020-04-01,1988,2,64,"An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
s7205,1,Killers,24,2021-01-01,2010,2,34,"After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss."
s7206,1,Kills on Wheels,4059,2018-03-15,2016,3,18,"Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster."
s7207,1,Kilo Two Bravo,4060,2019-03-01,2014,9,62,"On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines."
s7208,1,King Jack,4061,2016-07-01,2015,13,91,"Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend."
s7209,1,King's Ransom,4062,2019-11-01,2005,2,28,"A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty."
s7210,2,Kingdoms of the Sky,4063,2018-10-01,2018,6,4,Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.
s7211,1,Kingpin,120,2020-01-01,1996,2,53,"After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael."
s7212,1,Kings,4064,2018-10-29,2017,9,46,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
s7213,1,Kis Kisko Pyaar Karoon,1457,2017-11-01,2015,6,92,"A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend."
s7214,1,Kiss the Girls,917,2020-01-01,1997,9,27,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.
s7215,2,Kiss The Series,1,2019-05-26,2016,5,4,"After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever."
s7216,2,Kitten Rescuers,1,2019-10-02,2017,5,4,Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
s7217,1,KL Zombi,4065,2017-08-21,2013,5,47,A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.
s7218,2,Knights of Sidonia,1,2019-12-01,2015,3,3,A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.
s7219,1,Knock Knock,2001,2020-11-01,2015,9,32,A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.
s7220,1,Know Your Enemy - Japan,4066,2017-03-31,1945,5,56,"Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s."
s7221,1,Knowing,4068,2019-10-01,2009,2,57,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
s7222,1,Koko: The Gorilla Who Talks,4069,2017-03-01,2016,10,197,"Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language."
s7223,2,Kon Kon Kon,1,2018-02-16,2014,6,4,Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.
s7224,1,Kon-Tiki,4070,2019-04-26,2012,2,25,"With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific."
s7225,1,Koshish,4072,2019-12-31,1972,5,30,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
s7226,1,Kraftidioten,4073,2017-01-05,2014,3,49,"When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival."
s7227,1,Krish Trish and Baltiboy,1,2017-09-08,2009,8,117,"A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab."
s7228,1,Krish Trish and Baltiboy: Battle of Wits,4074,2017-09-08,2013,8,98,"An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice."
s7229,1,Krish Trish and Baltiboy: Best Friends Forever,4074,2017-09-08,2016,7,95,"A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan."
s7230,1,Krish Trish and Baltiboy: Comics of India,4075,2017-09-08,2012,8,15,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister."
s7231,1,Krish Trish and Baltiboy: Face Your Fears,4075,2017-11-17,2017,8,95,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying."
s7232,1,Krish Trish and Baltiboy: Oversmartness Never Pays,4075,2017-09-08,2017,8,95,"A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra."
s7233,1,Krish Trish and Baltiboy: Part II,1,2017-09-08,2010,8,117,"Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon."
s7234,1,Krish Trish and Baltiboy: The Greatest Trick,4074,2017-09-08,2013,8,115,"The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything."
s7235,1,Krisha,1952,2018-11-07,2015,9,91,"After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event."
s7236,2,Krishna Balram,1,2019-07-08,2019,8,4,"From playing pranks to destroying demons, Lord Krishna and brother Balaram's lives in Vrindavan are action-packed in this mythological series."
s7237,1,Kristy,4076,2015-10-31,2013,13,39,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang."
s7238,1,Krystal,4077,2019-01-01,2017,9,37,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.
s7239,1,Kuldip Patwal: I Didn't Do It!,4078,2019-12-31,2017,3,106,"Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident."
